feature,semantic_type,basis,value_or_bin,development_count,positive_count,negative_count,positive_rate,development_share
PHYSHLTH,count,exact_values,11,56,11,45,0.19642857142857142,0.00021332683194416933
PHYSHLTH,count,exact_values,12,562,78,484,0.1387900355871886,0.002140887134868271
PHYSHLTH,count,exact_values,13,79,16,63,0.20253164556962025,0.0003009432093498103
PHYSHLTH,count,exact_values,14,2741,328,2413,0.1196643560744254,0.01044158654212443
PHYSHLTH,count,exact_values,15,4942,941,4001,0.1904087414002428,0.018826092919072942
PHYSHLTH,count,exact_values,16,114,21,93,0.18421052631578946,0.00043427247931491613
PHYSHLTH,count,exact_values,17,92,11,81,0.11956521739130435,0.0003504655096225639
PHYSHLTH,count,exact_values,18,152,24,128,0.15789473684210525,0.0005790299724198881
PHYSHLTH,count,exact_values,19,26,3,23,0.11538461538461539,9.904460054550719e-05
PHYSHLTH,count,exact_values,20,3234,632,2602,0.19542362399505256,0.012319624544775778
PHYSHLTH,count,exact_values,21,672,98,574,0.14583333333333334,0.0025599219833300317
PHYSHLTH,count,exact_values,22,73,17,56,0.2328767123287671,0.00027808676307007786
PHYSHLTH,count,exact_values,23,50,9,41,0.18,0.0001904703856644369
PHYSHLTH,count,exact_values,24,81,14,67,0.1728395061728395,0.0003085620247763878
PHYSHLTH,count,exact_values,25,1252,251,1001,0.20047923322683706,0.0047693784570375
PHYSHLTH,count,exact_values,26,68,16,52,0.23529411764705882,0.0002590397245036342
PHYSHLTH,count,exact_values,27,101,25,76,0.24752475247524752,0.0003847501790421625
PHYSHLTH,count,exact_values,28,526,126,400,0.23954372623574144,0.0020037484571898763
PHYSHLTH,count,exact_values,29,238,59,179,0.24789915966386555,0.0009066390357627196
PHYSHLTH,count,exact_values,30,20154,4612,15542,0.22883794780192518,0.07677480305362122
PHYSHLTH,count,exact_values,77,4474,739,3735,0.16517657577112205,0.017043290109253813
PHYSHLTH,count,exact_values,88,163506,9634,153872,0.05892138514794564,0.6228610175689884
PHYSHLTH,count,exact_values,99,1210,198,1012,0.16363636363636364,0.004609383333079373
PHYSHLTH,count,exact_values,<MISSING>,1,0,1,0.0,3.8094077132887377e-06
MENTHLTH,count,exact_values,1,8146,436,7710,0.05352320157132335,0.03103143523245006
MENTHLTH,count,exact_values,2,12722,817,11905,0.06421946234868732,0.048463284928459326
MENTHLTH,count,exact_values,3,7266,545,6721,0.07500688136526287,0.027679156444755968
MENTHLTH,count,exact_values,4,3662,290,3372,0.07919169852539595,0.013950051046063358
MENTHLTH,count,exact_values,5,8723,707,8016,0.08105009744354007,0.03322946348301766
MENTHLTH,count,exact_values,6,989,108,881,0.10920121334681497,0.003767504228442562
MENTHLTH,count,exact_values,7,3343,245,3098,0.07328746634759198,0.01273484998552425
MENTHLTH,count,exact_values,8,687,67,620,0.0975254730713246,0.002617063099029363
MENTHLTH,count,exact_values,9,123,13,110,0.10569105691056911,0.00046855714873451476
MENTHLTH,count,exact_values,10,6338,661,5677,0.10429157462922058,0.02414402608682402
MENTHLTH,count,exact_values,11,42,3,39,0.07142857142857142,0.00015999512395812698
MENTHLTH,count,exact_values,12,411,46,365,0.11192214111922141,0.0015656665701616712
MENTHLTH,count,exact_values,13,56,6,50,0.10714285714285714,0.00021332683194416933
MENTHLTH,count,exact_values,14,1339,125,1214,0.09335324869305452,0.00510079692809362
MENTHLTH,count,exact_values,15,5733,681,5052,0.11878597592883307,0.021839334420284334
MENTHLTH,count,exact_values,16,101,13,88,0.12871287128712872,0.0003847501790421625
MENTHLTH,count,exact_values,17,65,9,56,0.13846153846153847,0.00024761150136376795
MENTHLTH,count,exact_values,18,105,16,89,0.1523809523809524,0.00039998780989531745
MENTHLTH,count,exact_values,19,22,5,17,0.22727272727272727,8.380696969235223e-05
MENTHLTH,count,exact_values,20,3453,442,3011,0.1280046336518969,0.013153884833986012
MENTHLTH,count,exact_values,21,223,34,189,0.15246636771300448,0.0008494979200633886
MENTHLTH,count,exact_values,22,63,6,57,0.09523809523809523,0.00023999268593719047
MENTHLTH,count,exact_values,23,46,2,44,0.043478260869565216,0.00017523275481128194
MENTHLTH,count,exact_values,24,41,10,31,0.24390243902439024,0.00015618571624483824
MENTHLTH,count,exact_values,25,1219,151,1068,0.12387202625102543,0.004643668002498972
MENTHLTH,count,exact_values,26,39,4,35,0.10256410256410256,0.00014856690081826076
MENTHLTH,count,exact_values,27,91,10,81,0.10989010989010989,0.00034665610190927516
MENTHLTH,count,exact_values,28,377,48,329,0.1273209549071618,0.0014361467079098541
MENTHLTH,count,exact_values,29,207,30,177,0.14492753623188406,0.0007885473966507688
MENTHLTH,count,exact_values,30,13041,2005,11036,0.15374587838355955,0.04967848598899843
MENTHLTH,count,exact_values,77,3005,454,2551,0.15108153078202996,0.011447270178432657
MENTHLTH,count,exact_values,88,179536,15024,164512,0.08368238124944301,0.6839258232130069
MENTHLTH,count,exact_values,99,1294,167,1127,0.12905718701700156,0.0049293735809956265
POORHLTH,count,exact_values,1,6553,298,6255,0.04547535479932855,0.0249630487451811
POORHLTH,count,exact_values,2,7307,536,6771,0.07335431777747366,0.02783534216100081
POORHLTH,count,exact_values,3,4658,469,4189,0.10068699012451696,0.01774422112849894
POORHLTH,count,exact_values,4,2627,292,2335,0.11115340692805481,0.010007314062809514
POORHLTH,count,exact_values,5,4810,553,4257,0.11496881496881498,0.018323251100918828
POORHLTH,count,exact_values,6,784,121,663,0.15433673469387754,0.0029865756472183705
POORHLTH,count,exact_values,7,2536,303,2233,0.11947949526813881,0.00966065796090024
POORHLTH,count,exact_values,8,588,79,509,0.13435374149659865,0.0022399317354137777
POORHLTH,count,exact_values,9,126,19,107,0.15079365079365079,0.00047998537187438095
POORHLTH,count,exact_values,10,4058,604,3454,0.1488417939871858,0.015458576500525699
POORHLTH,count,exact_values,11,29,4,25,0.13793103448275862,0.0001104728236853734
POORHLTH,count,exact_values,12,370,70,300,0.1891891891891892,0.001409480853916833
