position,name,title,semantic_type,source_kind,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_min,train_max,train_mean,train_std,test_mean,test_std,train_test_standardized_mean_difference,train_test_tvd,train_test_tvd_basis,constant_including_missing,constant_when_present,exact_duplicate_of,codebook_validation_available,codebook_validation_status,codebook_outside_count_train,codebook_outside_fraction_train,unexpected_nonblank_count_train,unexpected_nonblank_fraction_train,unexpected_values_preview,positive_missing_fraction_development,negative_missing_fraction_development,missing_target_gap,positive_mean_development,negative_mean_development,target_standardized_mean_difference,target_tvd,target_tvd_basis,max_supported_positive_rate_lift
16,NUMADULT,Number of Adults in Household,count,administrative,0.4249257165495909,0.42137887528684664,0.003546841262744238,17,1.0,20.0,1.7938866572691334,0.800040233219479,1.796157310117082,0.7925216663887257,-0.0028515407085937636,0.004319302286972693,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.29935289042277824,0.4375501403931007,0.13819724997032246,1.650083122960409,1.8111358740063888,-0.2074144422673457,0.15060959513211625,exact_values,0.04474476155005004
17,NUMMEN,Number of Adult men in Household,count,administrative,0.4252030414311183,0.42161658087932785,0.00358646055179046,13,0.0,18.0,0.8015704280238162,0.6208866096669464,0.8043722238907418,0.6176066510986372,-0.004524507528958193,0.003965383802228285,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.2994823123382226,0.43784262601952134,0.13836031368129875,0.7588372952334032,0.8064293147019473,-0.07839006374657331,0.14222554169794493,exact_values,0.026170145617267528
18,NUMWOMEN,Number of Adult women in Household,count,administrative,0.4252060889572889,0.42161658087932785,0.0035895080779610455,12,0.0,10.0,0.9919357404167329,0.5259943245749353,0.9913693628187092,0.5215021194763788,0.001081382935631857,0.003949156789004457,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.2994823123382226,0.43784262601952134,0.13836031368129875,0.8911811799482695,1.0042961201129776,-0.21220205219005112,0.14556182317679608,exact_values,0.08057498105942938
19,CTELNUM1,Correct Phone Number?,categorical,administrative,0.5751291389214805,0.5786851223726676,0.003555983451187017,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.003555983451187017,exact_values,False,True,,True,checked,0,0.0,0,0.0,[],0.700776531492666,0.5625,0.13827653149266605,1.0,1.0,0.0,0.13827653149266608,exact_values,0.026174914347534314
20,CELLFON2,Is this a cellular telephone?,binary,administrative,0.5751291389214805,0.5786851223726676,0.003555983451187017,2,1.0,1.0,1.0,0.0,1.00002169997613,0.004658272774442568,-0.0065879354928684965,0.0035651259739747734,exact_values,False,True,CTELNUM1,True,checked,0,0.0,0,0.0,[],0.700776531492666,0.5625,0.13827653149266605,1.0,1.0,0.0,0.13827653149266608,exact_values,0.026174914347534314
21,CADULT,Are you 18 years of age or older?,binary,administrative,0.5751321864476511,0.5786851223726676,0.003552935925016487,3,1.0,2.0,1.5045260877673692,0.4999795141098506,1.504828244688931,0.49997668750975127,-0.0006043403122480099,0.0035529359250164455,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.700776531492666,0.5625041783660917,0.13827235312657438,1.3804786620530565,1.510949811374815,-0.264784460516439,0.13827235312657438,exact_values,0.04129291478562509
22,PVTRESD2,Do you live in a private residence?,binary,administrative,0.5751291389214805,0.5786851223726676,0.003555983451187017,3,1.0,2.0,1.005752609116666,0.07562748577744084,1.0056853937460668,0.07518690074753154,0.0008913616973514736,0.0035559834511870473,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.700776531492666,0.5625,0.13827653149266605,1.0007208765859286,1.006102802131683,-0.09239500216486408,0.13827653149266605,exact_values,0.08053809563875344
23,CCLGHOUS,Do you live in college housing?,categorical,administrative,0.9975589315373246,0.9976046590296126,4.572749228803907e-05,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.572749228804688e-05,exact_values,False,True,,True,checked,0,0.0,0,0.0,[],0.9997842968075927,0.9973342024334804,0.002450094374112366,1.0,1.0,0.0,0.0024500943741123534,exact_values,0.08052602102731445
24,CSTATE,Are you a resident of [STATE]?,binary,administrative,0.5751260913953099,0.5786851223726676,0.003559030977357658,3,1.0,2.0,1.0669220175589602,0.2498868966648679,1.0657509276739796,0.24784620873434896,0.004705654615144181,0.0035590309773576422,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.700776531492666,0.5624958216339083,0.13828070985875773,1.0445501730103806,1.0687060081942945,-0.10465461806829109,0.1382807098587578,exact_values,0.04711854420466869
25,LANDLINE,Do you also have a landline telephone?,binary,administrative,0.5768570862602282,0.5802576362921584,0.003400550031930183,5,1.0,9.0,1.6324253860336484,0.5540287405180865,1.6324628084772712,0.5581784535003745,-6.72935462947942e-05,0.003519400654928759,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.7015530629853322,0.5643384810803583,0.13721458190497382,1.551315409077768,1.639240020716245,-0.15826090335911444,0.1372908271719918,exact_values,0.034171305462051195
26,HHADULT,Number of Adults in Household,count,administrative,0.5867828789979734,0.5908081075892082,0.004025228591234775,26,1.0,99.0,2.433192468526672,5.208631608614403,2.374555935384409,4.70223569114741,0.011817359611276416,0.004226000046660901,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.7071182053494391,0.5746256183981816,0.13249258695125754,2.3169833554278982,2.4376448862520137,-0.022435677025734426,0.13259765104732132,exact_values,0.044306989498774034
27,GENHLTH,General Health,ordinal,core_survey,6.095052341261981e-06,0.0,6.095052341261981e-06,8,1.0,9.0,2.572008911020836,1.1146728377341086,2.5705848471827317,1.112015841081011,0.0012790857005114057,0.003648090742720675,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,8.356732183446986e-06,8.356732183446986e-06,3.442579810181191,2.487464796971495,0.8702866916580912,0.33519640728869715,exact_values,0.2298696784491185
28,PHYSHLTH,Number of Days Physical Health Not Good,count,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,34,1.0,99.0,60.72481364320674,37.052342748112224,60.75247533804478,37.0553390176311,-0.00074652705782581,0.003731838129360372,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,4.178366091723493e-06,4.178366091723493e-06,49.04797238999137,61.88969067426575,-0.3510714451866898,0.2592075801891543,exact_values,0.15124165544170848
29,MENTHLTH,Number of Days Mental Health Not Good,count,core_survey,0.0,0.0,0.0,33,1.0,99.0,64.72927301263199,35.83196694284093,64.63620073323032,35.879450272555005,0.002595744516358437,0.0026445408400285813,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,63.91225194132873,64.86888287204172,-0.026969421191703338,0.07879923074225313,exact_values,0.0654438075895266
30,POORHLTH,Poor Physical or Mental Health,count,core_survey,0.4871775336370701,0.4876895930663107,0.0005120594292405967,34,1.0,99.0,55.78358639132372,38.09618661558281,55.894085944749804,38.06557800687007,-0.0029017065203300664,0.0031522106268272363,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.3426660914581536,0.5017340219280653,0.1590679304699117,49.93003872153311,56.535400716148565,-0.1773689690543838,0.17975503541062515,exact_values,0.15211243697798776
31,HLTHPLN1,Have any health care coverage,binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.1000015237630854,0.5047100143997876,1.1008420263487506,0.5085839417171245,-0.0016589390239948373,0.0008040904724936619,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.0578084555651424,1.103815683914962,-0.10033695707690972,0.037396938202924467,exact_values,0.03971568335947797
32,PERSDOC2,Multiple Health Care Professionals,categorical,core_survey,0.0,0.0,0.0,5,1.0,9.0,1.3940085635485395,0.8300903548496196,1.3956426736393641,0.8325426295835733,-0.0019656873509424403,0.0009921092878932844,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.2806729939603105,1.405447753710389,-0.1620454275038473,0.09572336191032907,exact_values,0.06917592064844973
33,MEDCOST,Could Not See Doctor Because of Cost,binary,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,5,1.0,9.0,1.915866688608922,0.4076406863531665,1.9155779445780268,0.4106220763478635,0.0007057442363514838,0.0008313611773607282,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,4.178366091723493e-06,4.178366091723493e-06,1.9076358930112165,1.9165117182766676,-0.02003167899230806,0.021249146012631757,exact_values,0.07147236529619262
34,CHECKUP1,Length of time since last routine checkup,ordinal,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,8,1.0,9.0,1.5737534056208744,1.2451672855830722,1.5705117070004297,1.2439080874835038,0.0026047408935115654,0.0016216582219242962,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,4.178366091723493e-06,4.178366091723493e-06,1.3653149266609146,1.5942914923932527,-0.19191833711450076,0.12505941355380917,exact_values,0.04490083075860336
35,BPHIGH4,Ever Told Blood Pressure High,categorical,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,7,1.0,9.0,2.212148085842979,1.032623124547512,2.2120333884932206,1.0346156881993072,0.00011096666313621052,0.000597383168636806,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.537230371009491,2.2776942104559432,-0.7525408130901623,0.3736076883839606,exact_values,0.0745898244288034
36,BPMEDS,Currently Taking Blood Pressure Medication,binary,core_survey,0.5983330031846649,0.5982684061840025,6.459700066241414e-05,5,1.0,9.0,1.1725631823734266,0.4472562021188207,1.1743474204046336,0.4533072451020729,-0.003962403229458387,0.00044758273702865244,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.25875754961173425,0.6310544524669074,0.37229690285517314,1.0879990687929229,1.1892546914461093,-0.23892025782002893,0.3839735614047778,exact_values,0.09174261712775185
37,BLOODCHO,Ever Had Blood Cholesterol Checked,categorical,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.2399104027305834,0.9086492781299317,1.2433191014728604,0.9157664127415173,-0.0037367282275966333,0.0018155009359273947,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.0911561691113028,1.255001504211793,-0.2050188226126473,0.10486928974900211,exact_values,0.06691042339912069
38,CHOLCHK,How Long since Cholesterol Checked,ordinal,core_survey,0.133484693799808,0.13530019473573537,0.001815500935927361,7,1.0,9.0,1.4496402118635126,1.034399574165647,1.4461936984563333,1.0250673932088805,0.003346961207290389,0.0020894168086911967,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.03770491803278689,0.142574207781789,0.10486928974900211,1.225320541558325,1.4741381830940616,-0.2570195747090874,0.22351053830795253,exact_values,0.06332778801885863
39,TOLDHI2,Ever Told Blood Cholesterol High,binary,core_survey,0.133484693799808,0.13530019473573537,0.001815500935927361,5,1.0,9.0,1.629027833463462,0.7278245767316905,1.632226686403045,0.7337682677763835,-0.004377178640464528,0.00274500341135124,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.03770491803278689,0.142574207781789,0.10486928974900211,1.380928898054335,1.6580996657017826,-0.365797197331678,0.32913522689530106,exact_values,0.07235401274586474
40,CVDSTRK3,Ever Diagnosed with a Stroke,binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.9706188001889466,0.31222341704314227,1.970999917717295,0.3145480709414207,-0.0012161207531583222,8.557848237048356e-05,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.8687230371009491,1.9806082029683112,-0.2445954884755726,0.14835162484291653,exact_values,0.28451034051993923
41,ASTHMA3,Ever Told Had Asthma,categorical,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.881158669450074,0.444179939567826,1.8797758253412447,0.4377008583177393,0.00313604013810084,0.0003108634393402481,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.8376617773943054,1.8858261465436557,-0.09851715444380625,0.060792894104066623,exact_values,0.059512839231673983
42,ASTHNOW,Still Have Asthma,binary,core_survey,0.8659637039633078,0.8658151930443687,0.00014851091893908208,5,1.0,9.0,1.483197671774817,1.0911682099367002,1.4658308918716358,1.0528098972376636,0.01619792758728528,0.0006180951961937066,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.8125539257981018,0.8711559031956144,0.058601977397512606,1.3762945914844649,1.4974704890387858,-0.11418051793995117,0.058601977397512585,exact_values,0.05118454391284609
43,CHCSCNCR,Ever told) you had skin cancer?,binary,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,5,1.0,9.0,1.917981678216826,0.3909149826465587,1.9189698205322776,0.3831209270376126,-0.0025530914313139697,0.001954044530999668,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,4.178366091723493e-06,4.178366091723493e-06,1.8459879206212253,1.9248893772954994,-0.17774203500227814,0.0882026879749926,exact_values,0.07350515812162971
44,CHCOCNCR,Ever told) you had any other types of cancer?,binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.9117284044676734,0.38155075024369023,1.9144625567979228,0.38212790791355966,-0.007160476517728555,0.0022679481409220302,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.839257981018119,1.9194202099211124,-0.1806801440009084,0.09163611159852711,exact_values,0.07768153576334409
45,CHCCOPD1,"Ever told) you have chronic obstructive pulmonary disease, emphysema or chronic bronchitis?",binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.9440443719810443,0.44477622565800723,1.9446237394746706,0.4401019230645802,-0.0013094670973445583,0.0014572229276467476,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.8232959447799828,1.9563778580024067,-0.22613361149794348,0.1854904488968306,exact_values,0.1796083052036591
46,HAVARTH3,Told Have Arthritis,binary,core_survey,3.0475261706309903e-06,0.0,3.0475261706309903e-06,5,1.0,9.0,1.6953683556108174,0.6255109897727366,1.6965870962433374,0.6279003300541417,-0.0019446743441328541,0.0006420133130040914,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,4.178366091723493e-06,4.178366091723493e-06,1.4506471095772218,1.7187446464460758,-0.41224376296252657,0.27808358586671383,exact_values,0.0665879939810788
47,ADDEPEV2,Ever told you had a depressive disorder,binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.8350130281743795,0.5442099697709961,1.835160314137083,0.5441911923489605,-0.00027064646346870003,0.0002395798465699249,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.765918895599655,1.842947753710389,-0.13020770320390201,0.09377014989107844,exact_values,0.056625465437851116
48,CHCKIDNY,Ever told) you have kidney disease?,binary,core_survey,0.0,0.0,0.0,4,1.0,9.0,1.9803007908330412,0.3377889938059881,1.9796761718428584,0.3375388488978392,0.0018498243603675317,0.0004843390583053962,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.9270060396893873,1.9858311605829657,-0.1298147898460151,0.091059070228391,exact_values,0.19817732586133924
49,DIABETE3,Ever told) you have diabetes,categorical,core_survey,1.523763085315495e-05,1.8285045575476097e-05,3.0474147223211463e-06,7,1.0,9.0,2.758083686343827,0.7134391833411553,2.755679896139042,0.7137315384155083,0.0033686091197149873,0.0009073232030057847,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],4.3140638481449525e-05,1.2535098275170477e-05,3.060554020627905e-05,2.390180767073644,2.792796406560117,-0.47517410058568954,0.2254751123104428,exact_values,0.1320569277888674
50,DIABAGE2,Age When Told Diabetic,count,core_survey,0.8713334450759596,0.870587589939568,0.0007458551363915822,99,1.0,99.0,54.47468024632875,18.216466393695864,54.58050158954433,18.354276845442858,-0.005787172067330125,0.004065009452468156,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.6779982743744607,0.8896702433480412,0.21167196897358054,56.02157020364416,54.04374171558417,0.10819383968015304,0.21176117907246997,exact_values,0.17882121687719993
51,SEX,Respondents Sex,binary,core_survey,0.0,0.0,0.0,2,1.0,2.0,1.5770551754613193,0.49402682106807244,1.5757778001261669,0.4942243670723234,0.0025851227399697266,0.0012773753351524308,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.4653149266609147,1.5870896844497928,-0.24571837884563305,0.12177475778887817,exact_values,0.02313973112117633
52,MARITAL,Marital Status,categorical,core_survey,0.0,0.0,0.0,7,1.0,9.0,2.262047632834047,1.686380510778527,2.256850035198713,1.6876144798501056,0.003080975106460117,0.00420504706785812,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,2.0991803278688526,2.276394738601417,-0.1149151536807638,0.17303295575036046,exact_values,0.08536085055428165
53,EDUCA,Education Level,ordinal,core_survey,0.0,0.0,0.0,7,1.0,9.0,4.923705182318253,1.0727778993002466,4.92356850949451,1.0740722751498728,0.00012732402151616843,0.00155678739276458,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,4.633865401207938,4.950544858938361,-0.2869361617850604,0.11794965506524395,exact_values,0.07359689451333164
54,RENTHOM1,Own or Rent Home,categorical,core_survey,0.0,0.0,0.0,5,1.0,9.0,1.3744160177975528,0.8206661870679121,1.373097212444802,0.8241528787193799,0.0016035835395210856,0.001677807997942064,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.3447368421052632,1.3763872175424523,-0.03948835899539907,0.018785821467783036,exact_values,0.013933839747101537
55,NUMHHOL2,Household Telephones,categorical,core_survey,0.4248708610785195,0.4213148776273325,0.003555983451187017,5,1.0,9.0,1.972339974565494,0.4645418658430932,1.9712778058645095,0.4460920187063737,0.0023323330783393097,0.004281487262476643,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.2992234685073339,0.4375,0.1382765314926661,1.9710662398424033,1.9729167595192465,-0.003939304973110909,0.13827653149266605,exact_values,0.026174914347534314
56,NUMPHON2,Residential Phones,count,core_survey,0.9698599661724595,0.9703965112133042,0.0005365450408446604,9,1.0,9.0,1.7203235591506572,1.1851121872297992,1.7442865966646077,1.2552876799241899,-0.019630501173691545,0.0007254846421802777,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.961518550474547,0.97071383206311,0.009195281588562976,1.7264573991031391,1.7127978313596803,0.011693123134695907,0.009195281588562998,exact_values,0.04631331382135166
57,CPDEMO1,Do you have a cell phone for personal use?,binary,core_survey,0.4248708610785195,0.4213148776273325,0.003555983451187017,5,1.0,9.0,1.2257524374735058,0.664917687958966,1.226854777553084,0.6517601810187573,-0.0016743427838562135,0.0037327566863300716,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.2992234685073339,0.4375,0.1382765314926661,1.2985102191578428,1.216636211020487,0.12307709068589844,0.13827653149266608,exact_values,0.06440693786197103
58,VETERAN3,Are You A Veteran,binary,core_survey,3.0475261706309903e-06,4.571261393869024e-05,4.266508776805925e-05,5,1.0,9.0,1.8816093425247002,0.4475131958072919,1.8801726187210854,0.43182778383391607,0.00326720878640126,0.0008053510086021234,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,1.7488352027610008,1.893994852252975,-0.30392780160119337,0.14331892889391415,exact_values,0.08772789175278355
59,EMPLOY1,Employment Status,categorical,core_survey,0.0,0.0,0.0,9,1.0,9.0,3.928124095265668,2.8705354573594812,3.92433648140868,2.865606830828746,0.0013206131468035806,0.0038460462615640184,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,0.0,0.0,5.835720448662641,3.7430471988233722,0.7884909631172762,0.37949731999094155,exact_values,0.12103495755813078
60,CHILDREN,Number of Children in Household,count,core_survey,9.14257851189297e-06,9.142522787738048e-06,5.572415492160012e-11,26,1.0,99.0,65.85873368034815,37.73525363831591,65.72979026860978,37.800680783225296,0.0034140932883311545,0.00218721977754771,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.0,1.2535098275170477e-05,1.2535098275170477e-05,79.77687661777394,64.53308262822522,0.46783192626531817,0.18300741284685412,exact_values,0.06323588945716994
61,INCOME2,Income Level,ordinal,core_survey,0.007530437167629177,0.007186022911162106,0.000344414256467071,11,1.0,99.0,20.134767736071534,31.740629227913455,20.237280487692576,31.863454642111346,-0.003223458439864818,0.0037979883015308684,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.005263157894736842,0.007625518117395373,0.0023623602226585314,20.576546101136266,20.160427447232244,0.012892581676554386,0.16280636544475813,exact_values,0.07530913640070937
62,INTERNET,Internet use in the past 30 days?,binary,core_survey,0.009773416429213587,0.009544793790398522,0.0002286226388150646,5,1.0,9.0,1.23096501378767,0.571640813211794,1.23132874878848,0.56629268660378,-0.0006392833741587805,0.0012817395673797478,exact_values,False,False,,True,checked,0,0.0,0,0.0,[],0.007635893011216566,0.009961224762668806,0.0023253317514522398,1.4341172890492544,1.2120669862921196,0.3614841594828313,0.213591294047261,exact_values,0.08282783723241406
63,WEIGHT2,Reported Weight in Pounds,continuous,core_survey,0.012025538269309887,0.011894422146847201,0.0001311161224626864,>256,50.0,9999.0,735.0221660821311,2200.879000702593,719.2617739040322,2171.8304641686204,0.007208365683785845,0.010449999999999994,sample_quantile_bins,False,False,,True,checked,1,3.084620391191558e-06,1,3.084620391191558e-06,"[[""2099"", 1]]",0.009404659188955996,0.012305288140125685,0.0029006289511696887,565.7962721017333,749.4922181375141,-0.09001822136184018,0.08201274426915436,sample_quantile_bins,0.02770878402279202
